scheme,fe_degree,refinements,h,dt,dofs,final_l2_error,final_energy_ratio,wall_time
Newmark (beta=0.5, dissipative),2,5,0.03125,0.02,4225,0.00350955,1.00183,0.829569
Newmark (beta=0.5, dissipative),2,5,0.03125,0.01,4225,0.000879609,1.00046,1.62367
Newmark (beta=0.5, dissipative),2,5,0.03125,0.005,4225,0.000219928,1.00011,3.36952
Newmark (beta=0.5, dissipative),2,5,0.03125,0.0025,4225,5.48774e-05,1.00003,6.63543
Newmark (beta=0.5, dissipative),1,6,0.015625,0.04,4225,0.0136214,1.00722,0.479528
Newmark (beta=0.5, dissipative),1,6,0.015625,0.02,4225,0.00324147,1.00183,1.10245
Newmark (beta=0.5, dissipative),1,6,0.015625,0.01,4225,0.000611662,1.00046,2.01199
Newmark (beta=0.5, dissipative),1,6,0.015625,0.005,4225,5.11462e-05,1.00011,4.05778
Newmark (beta=0.5, dissipative),1,6,0.015625,0.0025,4225,0.000214001,1.00003,8.69436
Newmark (beta=0.5, dissipative),2,6,0.015625,0.04,16641,0.0138893,1.00721,1.103
Newmark (beta=0.5, dissipative),2,6,0.015625,0.02,16641,0.0035097,1.00183,2.19316
Newmark (beta=0.5, dissipative),2,6,0.015625,0.01,16641,0.000879762,1.00046,4.37231
Newmark (beta=0.5, dissipative),2,6,0.015625,0.005,16641,0.00022008,1.00011,8.61314
Newmark (beta=0.5, dissipative),2,6,0.015625,0.0025,16641,5.50215e-05,1.00003,17.1535
Leapfrog (Störmer-Verlet),1,3,0.125,0.04,81,0.104805,0.971233,0.0440045
Leapfrog (Störmer-Verlet),1,3,0.125,0.02,81,0.0599544,0.971896,0.0905642
Leapfrog (Störmer-Verlet),1,3,0.125,0.01,81,0.0382191,0.982595,0.175299
Leapfrog (Störmer-Verlet),1,3,0.125,0.005,81,0.0275062,0.990467,0.339622
Leapfrog (Störmer-Verlet),1,3,0.125,0.0025,81,0.0221875,0.995026,0.673962
Leapfrog (Störmer-Verlet),2,3,0.125,0.02,289,0.043631,0.967353,0.0999178
Leapfrog (Störmer-Verlet),2,3,0.125,0.01,289,0.0216376,0.980423,0.213094
Leapfrog (Störmer-Verlet),2,3,0.125,0.005,289,0.0107929,0.989404,0.485409
Leapfrog (Störmer-Verlet),2,3,0.125,0.0025,289,0.0054062,0.994501,0.82644
Leapfrog (Störmer-Verlet),1,4,0.0625,0.02,289,0.0477425,0.968461,0.123115
Leapfrog (Störmer-Verlet),1,4,0.0625,0.01,289,0.0258111,0.980952,0.265599
Leapfrog (Störmer-Verlet),1,4,0.0625,0.005,289,0.014998,0.989663,0.504488
Leapfrog (Störmer-Verlet),1,4,0.0625,0.0025,289,0.00962773,0.994629,0.979796
Leapfrog (Störmer-Verlet),2,4,0.0625,0.01,1089,0.0215987,0.980418,0.364494
Leapfrog (Störmer-Verlet),2,4,0.0625,0.005,1089,0.0107538,0.989402,0.767953
Leapfrog (Störmer-Verlet),2,4,0.0625,0.0025,1089,0.00536688,0.9945,1.96328
Leapfrog (Störmer-Verlet),1,5,0.03125,0.01,1089,0.0226535,0.98055,0.700035
Leapfrog (Störmer-Verlet),1,5,0.03125,0.005,1089,0.0118163,0.989466,1.22583
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0025,1089,0.00643331,0.994532,2.44296
Leapfrog (Störmer-Verlet),2,5,0.03125,0.005,4225,0.0107514,0.989401,1.64462
Leapfrog (Störmer-Verlet),2,5,0.03125,0.0025,4225,0.00536442,0.9945,3.44687
Leapfrog (Störmer-Verlet),1,6,0.015625,0.005,4225,0.0110177,0.989418,2.48184
Leapfrog (Störmer-Verlet),1,6,0.015625,0.0025,4225,0.00563169,0.994508,4.71379
Leapfrog (Störmer-Verlet),2,6,0.015625,0.0025,16641,0.00536427,0.9945,9.11612
RK4 (4th-order Runge-Kutta),1,3,0.125,0.04,81,0.0168776,0.999989,0.176305
RK4 (4th-order Runge-Kutta),1,3,0.125,0.02,81,0.0168936,1,0.28127
RK4 (4th-order Runge-Kutta),1,3,0.125,0.01,81,0.0168947,1,0.571285
RK4 (4th-order Runge-Kutta),1,3,0.125,0.005,81,0.0168947,1,1.16272
RK4 (4th-order Runge-Kutta),1,3,0.125,0.0025,81,0.0168947,1,2.30757
RK4 (4th-order Runge-Kutta),2,3,0.125,0.02,289,7.68783e-05,1,0.33246
RK4 (4th-order Runge-Kutta),2,3,0.125,0.01,289,7.7558e-05,1,0.615448
RK4 (4th-order Runge-Kutta),2,3,0.125,0.005,289,7.7585e-05,1,1.27707
RK4 (4th-order Runge-Kutta),2,3,0.125,0.0025,289,7.75862e-05,1,2.58962
RK4 (4th-order Runge-Kutta),1,4,0.0625,0.02,289,0.00428254,1,0.36186
RK4 (4th-order Runge-Kutta),1,4,0.0625,0.01,289,0.00428356,1,0.687366
RK4 (4th-order Runge-Kutta),1,4,0.0625,0.005,289,0.00428363,1,1.29212
RK4 (4th-order Runge-Kutta),1,4,0.0625,0.0025,289,0.00428363,1,2.96254
RK4 (4th-order Runge-Kutta),2,4,0.0625,0.01,1089,8.57122e-06,1,1.03822
RK4 (4th-order Runge-Kutta),2,4,0.0625,0.005,1089,8.60176e-06,1,1.76654
RK4 (4th-order Runge-Kutta),2,4,0.0625,0.0025,1089,8.60284e-06,1,3.7999
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.01,1089,0.00107458,1,1.19316
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.005,1089,0.00107465,1,2.35652
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0025,1089,0.00107465,1,4.64586
RK4 (4th-order Runge-Kutta),2,5,0.03125,0.005,4225,1.03636e-06,1,3.55201
RK4 (4th-order Runge-Kutta),2,5,0.03125,0.0025,4225,1.03725e-06,1,7.13032
RK4 (4th-order Runge-Kutta),1,6,0.015625,0.005,4225,0.000268892,1,5.24109
RK4 (4th-order Runge-Kutta),1,6,0.015625,0.0025,4225,0.000268896,1,10.439
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,3,0.125,0.04,81,0.0113066,1,0.198304
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,3,0.125,0.02,81,0.0154899,1,0.397392
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,3,0.125,0.01,81,0.0165431,1,0.856252
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,3,0.125,0.005,81,0.0168068,1,1.50086
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,3,0.125,0.0025,81,0.0168727,1,4.17019
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,3,0.125,0.04,289,0.00555874,1,0.253124
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,3,0.125,0.02,289,0.00136663,1,0.504988
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,3,0.125,0.01,289,0.000317294,1,0.839063
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,3,0.125,0.005,289,8.03871e-05,1,1.73612
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,3,0.125,0.0025,289,6.83935e-05,1,3.0346
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,4,0.0625,0.04,289,0.00135442,1,0.176969
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,4,0.0625,0.02,289,0.00288071,1,0.362554
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,4,0.0625,0.01,289,0.0039322,1,0.687161
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,4,0.0625,0.005,289,0.00419573,1,1.40226
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,4,0.0625,0.0025,289,0.00426165,1,2.78368
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,4,0.0625,0.04,1089,0.00559726,1,0.301357
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,4,0.0625,0.02,1089,0.00140406,1,0.616912
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,4,0.0625,0.01,1089,0.000349562,1,1.10796
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,4,0.0625,0.005,1089,8.58194e-05,1,2.13991
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,4,0.0625,0.0025,1089,2.10577e-05,1,4.44074
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.04,1089,0.00452838,1,0.304147
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.02,1089,0.000341052,1,0.604057
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.01,1089,0.000723577,1,1.25267
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.005,1089,0.000986787,1,2.27157
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.0025,1089,0.00105268,1,4.50769
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,5,0.03125,0.04,4225,0.0055997,1,0.427227
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,5,0.03125,0.02,4225,0.00140649,1,0.951107
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,5,0.03125,0.01,4225,0.00035192,1,1.73467
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,5,0.03125,0.005,4225,8.78889e-05,1,3.44293
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,5,0.03125,0.0025,4225,2.18735e-05,1,7.09108
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.04,4225,0.00533166,1,0.550072
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.02,4225,0.00113845,1,1.08871
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.01,4225,8.54168e-05,1,2.38615
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.005,4225,0.000181107,1,4.53819
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.0025,4225,0.00024693,1,8.94529
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,6,0.015625,0.04,16641,0.00559985,1,1.18146
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,6,0.015625,0.02,16641,0.00140664,1,2.43524
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,6,0.015625,0.01,16641,0.000352072,1,4.75426
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,6,0.015625,0.005,16641,8.80366e-05,1,9.77797
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),2,6,0.015625,0.0025,16641,2.20035e-05,1,18.4
Newmark (beta=0.5, dissipative),1,3,0.125,0.04,81,0.00315108,1.00743,0.174275
Newmark (beta=0.5, dissipative),1,3,0.125,0.02,81,0.0133907,1.00188,0.333517
Newmark (beta=0.5, dissipative),1,3,0.125,0.01,81,0.016016,1.00047,10.6077
Newmark (beta=0.5, dissipative),1,3,0.125,0.005,81,0.0166749,1.00012,1.45852
Newmark (beta=0.5, dissipative),1,3,0.125,0.0025,81,0.0168398,1.00003,2.86469
Newmark (beta=0.5, dissipative),2,3,0.125,0.04,289,0.0138482,1.00721,0.226041
Newmark (beta=0.5, dissipative),2,3,0.125,0.02,289,0.00346878,1.00183,0.358222
Newmark (beta=0.5, dissipative),2,3,0.125,0.01,289,0.000840668,1.00046,0.674396
Newmark (beta=0.5, dissipative),2,3,0.125,0.005,289,0.000190164,1.00011,1.33591
Newmark (beta=0.5, dissipative),2,3,0.125,0.0025,289,6.69379e-05,1.00003,2.83537
Newmark (beta=0.5, dissipative),1,4,0.0625,0.04,289,0.00962368,1.00727,0.185997
Newmark (beta=0.5, dissipative),1,4,0.0625,0.02,289,0.000810949,1.00184,0.408108
Newmark (beta=0.5, dissipative),1,4,0.0625,0.01,289,0.00340579,1.00046,0.689221
Newmark (beta=0.5, dissipative),1,4,0.0625,0.005,289,0.00406393,1.00012,1.4916
Newmark (beta=0.5, dissipative),1,4,0.0625,0.0025,289,0.00422869,1.00003,2.99393
Newmark (beta=0.5, dissipative),2,4,0.0625,0.04,1089,0.0138867,1.00721,0.319539
Newmark (beta=0.5, dissipative),2,4,0.0625,0.02,1089,0.00350711,1.00183,0.570981
Newmark (beta=0.5, dissipative),2,4,0.0625,0.01,1089,0.000877195,1.00046,1.25014
Newmark (beta=0.5, dissipative),2,4,0.0625,0.005,1089,0.000217627,1.00011,2.42483
Newmark (beta=0.5, dissipative),2,4,0.0625,0.0025,1089,5.30491e-05,1.00003,4.78428
Newmark (beta=0.5, dissipative),1,5,0.03125,0.04,1089,0.0128184,1.00723,0.319536
Newmark (beta=0.5, dissipative),1,5,0.03125,0.02,1089,0.00243846,1.00183,0.599519
Newmark (beta=0.5, dissipative),1,5,0.03125,0.01,1089,0.000204214,1.00046,1.26496
Newmark (beta=0.5, dissipative),1,5,0.03125,0.005,1089,0.000855091,1.00011,2.54533
Newmark (beta=0.5, dissipative),1,5,0.03125,0.0025,1089,0.00101973,1.00003,5.01875
Newmark (beta=0.5, dissipative),2,5,0.03125,0.04,4225,0.0138892,1.00721,0.462462
Newmark (beta=0.5, dissipative),2,5,0.03125,0.02,4225,0.00350955,1.00183,0.858405
Newmark (beta=0.5, dissipative),2,5,0.03125,0.01,4225,0.000879609,1.00046,1.75612
Newmark (beta=0.5, dissipative),2,5,0.03125,0.005,4225,0.000219928,1.00011,3.54621
Newmark (beta=0.5, dissipative),2,5,0.03125,0.0025,4225,5.48774e-05,1.00003,6.97268
Newmark (beta=0.5, dissipative),1,6,0.015625,0.04,4225,0.0136214,1.00722,0.537987
Newmark (beta=0.5, dissipative),1,6,0.015625,0.02,4225,0.00324147,1.00183,1.45982
Newmark (beta=0.5, dissipative),1,6,0.015625,0.01,4225,0.000611662,1.00046,2.74401
Newmark (beta=0.5, dissipative),1,6,0.015625,0.005,4225,5.11462e-05,1.00011,4.79568
Newmark (beta=0.5, dissipative),1,6,0.015625,0.0025,4225,0.000214001,1.00003,9.00629
Newmark (beta=0.5, dissipative),2,6,0.015625,0.04,16641,0.0138893,1.00721,1.18787
Newmark (beta=0.5, dissipative),2,6,0.015625,0.02,16641,0.0035097,1.00183,2.2861
Newmark (beta=0.5, dissipative),2,6,0.015625,0.01,16641,0.000879762,1.00046,4.61791
Newmark (beta=0.5, dissipative),2,6,0.015625,0.005,16641,0.00022008,1.00011,9.48635
Newmark (beta=0.5, dissipative),2,6,0.015625,0.0025,16641,5.50215e-05,1.00003,20.082
Leapfrog (Störmer-Verlet),1,3,0.125,0.04,81,0.104805,0.971233,0.0563045
Leapfrog (Störmer-Verlet),1,3,0.125,0.02,81,0.0599544,0.971896,0.111847
Leapfrog (Störmer-Verlet),1,3,0.125,0.01,81,0.0382191,0.982595,0.191001
Leapfrog (Störmer-Verlet),1,3,0.125,0.005,81,0.0275062,0.990467,0.430106
Leapfrog (Störmer-Verlet),1,3,0.125,0.0025,81,0.0221875,0.995026,0.89981
Leapfrog (Störmer-Verlet),2,3,0.125,0.02,289,0.043631,0.967353,0.153027
Leapfrog (Störmer-Verlet),2,3,0.125,0.01,289,0.0216376,0.980423,0.274864
Leapfrog (Störmer-Verlet),2,3,0.125,0.005,289,0.0107929,0.989404,0.488404
Leapfrog (Störmer-Verlet),2,3,0.125,0.0025,289,0.0054062,0.994501,1.24605
Leapfrog (Störmer-Verlet),1,4,0.0625,0.02,289,0.0477425,0.968461,0.145632
Leapfrog (Störmer-Verlet),1,4,0.0625,0.01,289,0.0258111,0.980952,0.31219
Leapfrog (Störmer-Verlet),1,4,0.0625,0.005,289,0.014998,0.989663,0.55128
Leapfrog (Störmer-Verlet),1,4,0.0625,0.0025,289,0.00962773,0.994629,1.1181
Leapfrog (Störmer-Verlet),2,4,0.0625,0.01,1089,0.0215987,0.980418,0.358775
Leapfrog (Störmer-Verlet),2,4,0.0625,0.005,1089,0.0107538,0.989402,0.710182
Leapfrog (Störmer-Verlet),2,4,0.0625,0.0025,1089,0.00536688,0.9945,1.41546
Leapfrog (Störmer-Verlet),1,5,0.03125,0.01,1089,0.0226535,0.98055,0.491429
Leapfrog (Störmer-Verlet),1,5,0.03125,0.005,1089,0.0118163,0.989466,0.984883
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0025,1089,0.00643331,0.994532,1.96528
Leapfrog (Störmer-Verlet),2,5,0.03125,0.005,4225,0.0107514,0.989401,1.7243
Leapfrog (Störmer-Verlet),2,5,0.03125,0.0025,4225,0.00536442,0.9945,3.31604
Leapfrog (Störmer-Verlet),1,6,0.015625,0.005,4225,0.0110177,0.989418,2.74314
Leapfrog (Störmer-Verlet),1,6,0.015625,0.0025,4225,0.00563169,0.994508,5.32907
Leapfrog (Störmer-Verlet),2,6,0.015625,0.0025,16641,0.00536427,0.9945,9.32632
RK4 (4th-order Runge-Kutta),1,3,0.125,0.04,81,0.0168776,0.999989,0.142042
RK4 (4th-order Runge-Kutta),1,3,0.125,0.02,81,0.0168936,1,0.32239
RK4 (4th-order Runge-Kutta),1,3,0.125,0.01,81,0.0168947,1,0.560865
RK4 (4th-order Runge-Kutta),1,3,0.125,0.005,81,0.0168947,1,1.1373
RK4 (4th-order Runge-Kutta),1,3,0.125,0.0025,81,0.0168947,1,2.31445
RK4 (4th-order Runge-Kutta),2,3,0.125,0.02,289,7.68783e-05,1,0.358868
RK4 (4th-order Runge-Kutta),2,3,0.125,0.01,289,7.7558e-05,1,0.668047
RK4 (4th-order Runge-Kutta),2,3,0.125,0.005,289,7.7585e-05,1,1.40683
RK4 (4th-order Runge-Kutta),2,3,0.125,0.0025,289,7.75862e-05,1,2.91754
RK4 (4th-order Runge-Kutta),1,4,0.0625,0.02,289,0.00428254,1,0.366668
RK4 (4th-order Runge-Kutta),1,4,0.0625,0.01,289,0.00428356,1,0.741521
RK4 (4th-order Runge-Kutta),1,4,0.0625,0.005,289,0.00428363,1,1.37364
RK4 (4th-order Runge-Kutta),1,4,0.0625,0.0025,289,0.00428363,1,2.72483
RK4 (4th-order Runge-Kutta),2,4,0.0625,0.01,1089,8.57122e-06,1,0.90917
RK4 (4th-order Runge-Kutta),2,4,0.0625,0.005,1089,8.60176e-06,1,1.79007
RK4 (4th-order Runge-Kutta),2,4,0.0625,0.0025,1089,8.60284e-06,1,3.5739
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.01,1089,0.00107458,1,1.23924
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.005,1089,0.00107465,1,2.45903
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0025,1089,0.00107465,1,4.94531
RK4 (4th-order Runge-Kutta),2,5,0.03125,0.005,4225,1.03636e-06,1,3.88738
RK4 (4th-order Runge-Kutta),2,5,0.03125,0.0025,4225,1.03725e-06,1,8.13586
RK4 (4th-order Runge-Kutta),1,6,0.015625,0.005,4225,0.000268892,1,6.11671
RK4 (4th-order Runge-Kutta),1,6,0.015625,0.0025,4225,0.000268896,1,12.2692
RK4 (4th-order Runge-Kutta),2,6,0.015625,0.0025,16641,1.28431e-07,1,22.0764
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.02,1089,0.00129203,1,1.26404
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.01,1089,0.000264838,1,2.53965
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.005,1089,0.000253933,1,5.28925
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.002,1089,0.000301567,1,12.7335
Newmark (beta=0.5, dissipative),1,5,0.03125,0.02,1089,0.00354715,1.00054,1.28896
Newmark (beta=0.5, dissipative),1,5,0.03125,0.01,1089,0.000743806,1.00013,2.48694
Newmark (beta=0.5, dissipative),1,5,0.03125,0.005,1089,0.000218465,1.00003,5.27375
Newmark (beta=0.5, dissipative),1,5,0.03125,0.002,1089,0.000286588,1.00001,13.6824
Leapfrog (Störmer-Verlet),1,5,0.03125,0.01,1089,0.0117208,1.0399,1.10783
Leapfrog (Störmer-Verlet),1,5,0.03125,0.005,1089,0.00593256,1.01973,1.99757
Leapfrog (Störmer-Verlet),1,5,0.03125,0.002,1089,0.00250406,1.00784,5.44494
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.01,1089,0.000311988,1,2.41074
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.005,1089,0.000312041,1,4.71388
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.002,1089,0.000312044,1,12.0228
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0110485,1089,0.0127232,1.04424,5.45853
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0165728,1089,0.0245653,1.06514,4.29101
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0198874,1089,0.0313112,1.07712,0.776533
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0209922,1089,0.0191203,1.08834,0.567952
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0220971,1089,3.63027e+25,6.63962e+54,0.556637
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0232019,1089,0.0229578,1.0976,0.427883
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0243068,1089,0.0221909,1.10362,0.433868
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0265165,1089,1.42459e+24,1.00944e+52,0.431424
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0309359,1089,4.87889e+54,1.1838e+113,0.374374
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0353553,1089,1.22775e+59,7.51161e+121,0.308094
Leapfrog (Störmer-Verlet),1,5,0.03125,0.0441942,1089,1.93142e+53,1.8361e+110,0.264001
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0110485,1089,0.000219069,1,2.28802
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0165728,1089,0.00611817,1,1.54497
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0198874,1089,0.00967072,0.999999,1.18004
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0209922,1089,0.00641693,0.999999,1.03026
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0220971,1089,0.0119865,0.999999,1.11994
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0232019,1089,0.00511968,0.999999,1.09146
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0243068,1089,0.00772691,0.999998,0.928016
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0265165,1089,0.0130652,0.999997,0.838754
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0309359,1089,0.0119808,0.999994,0.773349
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0353553,1089,0.0164809,0.999988,0.720389
RK4 (4th-order Runge-Kutta),1,5,0.03125,0.0441942,1089,0.013098,0.999964,0.615323
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.005,1089,0.000986787,0.0172092,1,2.99558,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.005,1089,0.000986787,0.0172092,1,2.5152,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.005,4225,0.000181107,0.00840889,1,4.01573,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,4,0.0625,0.005,289,0.00419573,0.0374593,1,1.24962,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,4,0.0625,0.005,289,0.00419573,0.0374593,1,1.2002,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,4,0.0625,0.005,289,0.00419573,0.0374593,1,1.22089,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.005,1089,0.000986787,0.0172092,1,2.14082,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.005,1089,0.000986787,0.0172092,1,2.17315,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,5,0.03125,0.005,1089,0.000986787,0.0172092,1,2.23693,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.005,4225,0.000181107,0.00840889,1,4.99776,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.005,4225,0.000181107,0.00840889,1,4.98637,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.005,4225,0.000181107,0.00840889,1,7.43103,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.005,4225,0.000181107,0.00840889,1,9.21728,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.005,4225,0.000181107,0.00840889,1,9.04655,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,6,0.015625,0.005,4225,0.000181107,0.00840889,1,9.07608,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,7,0.0078125,0.005,16641,2.13638e-05,0.00419244,1,11.7671,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,7,0.0078125,0.005,16641,2.13638e-05,0.00419244,1,11.3366,0
Crank-Nicolson / Newmark (beta=0.25, energy-conserving),1,7,0.0078125,0.005,16641,2.13638e-05,0.00419244,1,11.2482,0
